molecule;gene;target;start;end;strand
AB000IWR4R;CtsR family transcriptional regulator;F;2285268;2285733;1
AB000IWR4R;helix-turn-helix domain-containing protein;F;2284685;2284994;-1
AB000IWR4R;IS3 family transposase;F;2283810;2284710;-1
AB000IWR4R;HAD hydrolase-like protein;F;2283070;2283742;1
AB000IWR4R;UDP-N-acetylglucosamine--LPS N-acetylglucosamine transferase;F;2281905;2283006;1
AB000IWR4R;23S ribosomal RNA;F;2278567;2281500;1
AB000IWR4R;rrf;F;2278312;2278427;1
AB000IWR4R;tRNA-Ala;F;2278235;2278308;1
AB000IWR4R;tRNA-Ile;F;2278138;2278215;1
AB000IWR4R;16S ribosomal RNA;F;2276511;2278054;1
AB000D1EKD;p: 16S ribosomal RNA;T;3662098;3664555;1
AB000D1EKD;.;F;3663326.5;3663326.5;1
AB000D1EKD;ACT domain-containing protein;F;3664697;3665138;1
AB000D1EKD;threonine synthase;F;3665222;3666275;1
AB000D1EKD;homoserine kinase;F;3666279;3667173;1
AB000D1EKD;radA;F;3667491;3668880;1
AB000D1EKD;disA;F;3669101;3670187;1
AB000D1EKD;DUF1573 domain-containing protein;F;3670425;3670821;-1
AB000D1EKD;CarD family transcriptional regulator;F;3671105;3671582;1
AB000D1EKD;PIN/TRAM domain-containing protein;F;3671761;3672883;1
AB000D1EKD;ispD;F;3673099;3673792;1
AB000D1EKD;hprK;F;3673833;3674745;-1
AB000D1EKD;protein arginine kinase;F;3660973;3662008;1
AB000D1EKD;UvrB/UvrC motif-containing protein;F;3660448;3660961;1
AB000D1EKD;CtsR family transcriptional regulator;F;3659976;3660432;1
AB000D1EKD;hypothetical protein;F;3659548;3659788;1
AB000D1EKD;hypothetical protein;F;3659218;3659452;1
AB000D1EKD;fusA;F;3657098;3659165;1
AB000D1EKD;GGDEF domain-containing response regulator;F;3655956;3656856;1
AB000D1EKD;response regulator;F;3655505;3655952;1
AB000D1EKD;PAS domain S-box protein;F;3653836;3655504;1
AB000D1EKD;Nif3-like dinuclear metal center hexameric protein;F;3652725;3653547;1
AB000D1EKD;4Fe-4S binding protein;F;3651341;3652625;1
AB0006ISY4;p: 4Fe-4S binding protein;T;-1875783;-1873326;1
AB0006ISY4;.;F;-1874554.5;-1874554.5;1
AB0006ISY4;protein arginine kinase;F;-1876880;-1875803;1
AB0006ISY4;UvrB/UvrC motif-containing protein;F;-1877401;-1876885;1
AB0006ISY4;CtsR family transcriptional regulator;F;-1877890;-1877416;1
AB0006ISY4;rrf;F;-1878344;-1878228;1
AB0006ISY4;23S ribosomal RNA;F;-1881510;-1878563;1
AB0006ISY4;16S ribosomal RNA;F;-1883391;-1881839;1
AB0006ISY4;tRNA-Ala;F;-1883638;-1883562;1
AB0006ISY4;tRNA-Pro;F;-1883722;-1883645;1
AB0006ISY4;tRNA-Arg;F;-1883803;-1883726;1
AB0006ISY4;tRNA-Leu;F;-1883908;-1883822;1
AB0006ISY4;tRNA-Gly;F;-1883999;-1883927;1
AB0006ISY4;tRNA-Leu;F;-1884101;-1884018;1
AB0006ISY4;tRNA-Lys;F;-1884189;-1884113;1
AB0006ISY4;tRNA-Thr;F;-1884283;-1884207;1
AB0006ISY4;tRNA-Val;F;-1884493;-1884417;1
AB0006ISY4;rrf;F;-1884626;-1884510;1
AB0006ISY4;23S ribosomal RNA;F;-1887916;-1884969;1
AB0006ISY4;radA;F;-1873089;-1871715;1
AB0006ISY4;disA;F;-1871710;-1870636;1
AB0006ISY4;PIN/TRAM domain-containing protein;F;-1870485;-1869381;1
AB0006ISY4;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;F;-1869175;-1868485;1
AB0006ISY4;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;-1868489;-1868009;1
AB0006ISY4;glutamate--tRNA ligase;F;-1867943;-1866485;1
AB0006ISY4;cysE;F;-1866197;-1865531;1
AB0006ISY4;cysS;F;-1865481;-1864080;1
AB0006ISY4;Mini-ribonuclease 3;F;-1864081;-1863667;1
AB0006ISY4;rlmB;F;-1863635;-1862879;1
AB0017OB3S;p: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB;T;97657;100093;1
AB0017OB3S;.;F;98875.0;98875.0;1
AB0017OB3S;radA;F;100223;101600;1
AB0017OB3S;PIN/TRAM domain-containing protein;F;101776;102871;1
AB0017OB3S;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;F;102889;103579;1
AB0017OB3S;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;103600;104080;1
AB0017OB3S;glutamate--tRNA ligase;F;104156;105611;1
AB0017OB3S;misc_binding;F;105646;105880;1
AB0017OB3S;cysE;F;106061;106730;1
AB0017OB3S;cysS;F;106710;108108;1
AB0017OB3S;Mini-ribonuclease 3;F;108112;108535;1
AB0017OB3S;rlmB;F;108531;109275;1
AB0017OB3S;NYN domain-containing protein;F;109279;109789;1
AB0017OB3S;sigH;F;109814;110510;1
AB0017OB3S;protein arginine kinase;F;96572;97643;1
AB0017OB3S;UvrB/UvrC motif-containing protein;F;96027;96576;1
AB0017OB3S;CtsR family transcriptional regulator;F;95551;96013;1
AB0017OB3S;rrf;F;95066;95183;1
AB0017OB3S;23S ribosomal RNA;F;92065;95001;1
AB0017OB3S;tRNA-Ala;F;91847;91923;1
AB0017OB3S;tRNA-Ile;F;91728;91805;1
AB0017OB3S;16S ribosomal RNA;F;90081;91636;1
AB0017OB3S;tRNA-Ala;F;89859;89935;1
AB0017OB3S;tRNA-Pro;F;89765;89842;1
AB0017OB3S;tRNA-Arg;F;89681;89758;1
AB0017OB3S;tRNA-Leu;F;89581;89667;1
AB0017OB3S;tRNA-Gly;F;89500;89575;1
AB0017OB3S;tRNA-Leu;F;89409;89491;1
AB0017OB3S;tRNA-Lys;F;89325;89401;1
AB0017OB3S;tRNA-Thr;F;89214;89290;1
AB0017OB3S;tRNA-Val;F;89126;89202;1
AB0017OB3S;rrf;F;89000;89117;1
AB0017OB3S;23S ribosomal RNA;F;85999;88935;1
AB000YVOUU;p: 23S ribosomal RNA;T;-2291768;-2289335;1
AB000YVOUU;.;F;-2290551.5;-2290551.5;1
AB000YVOUU;protein arginine kinase;F;-2292794;-2291786;1
AB000YVOUU;hypothetical protein;F;-2293331;-2292803;1
AB000YVOUU;CtsR family transcriptional regulator;F;-2293806;-2293332;1
AB000YVOUU;hypothetical protein;F;-2294159;-2293958;1
AB000YVOUU;malate dehydrogenase;F;-2295433;-2294215;1
AB000YVOUU;fusA;F;-2297668;-2295631;1
AB000YVOUU;ptsP;F;-2299507;-2297779;1
AB000YVOUU;PTS fructose transporter subunit IIB;F;-2300069;-2299757;1
AB000YVOUU;PTS transporter subunit EIIC;F;-2301168;-2300121;1
AB000YVOUU;PTS sugar transporter subunit IIA;F;-2301633;-2301183;1
AB000YVOUU;radA;F;-2289238;-2287891;1
AB000YVOUU;hypothetical protein;F;-2287867;-2287471;-1
AB000YVOUU;PIN/TRAM domain-containing protein;F;-2287216;-2286112;1
AB000YVOUU;ispD;F;-2286004;-2285311;1
AB000YVOUU;lecithin--cholesterol acyltransferase;F;-2285274;-2284002;1
AB000YVOUU;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;-2283992;-2283509;1
AB000YVOUU;proline--tRNA ligase;F;-2283461;-2281748;1
AB000YVOUU;hypothetical protein;F;-2281676;-2281436;1
AB000YVOUU;glutamate--tRNA ligase;F;-2281302;-2279838;1
AB000YVOUU;cysE;F;-2279607;-2278935;1
AB000YVOUU;p: serine O-acetyltransferase;T;-2291768;-2289335;1
AB000YVOUU;.;F;-2290551.5;-2290551.5;1
AB000YVOUU;protein arginine kinase;F;-2292794;-2291786;1
AB000YVOUU;hypothetical protein;F;-2293331;-2292803;1
AB000YVOUU;CtsR family transcriptional regulator;F;-2293806;-2293332;1
AB000YVOUU;hypothetical protein;F;-2294159;-2293958;1
AB000YVOUU;malate dehydrogenase;F;-2295433;-2294215;1
AB000YVOUU;fusA;F;-2297668;-2295631;1
AB000YVOUU;ptsP;F;-2299507;-2297779;1
AB000YVOUU;PTS fructose transporter subunit IIB;F;-2300069;-2299757;1
AB000YVOUU;PTS transporter subunit EIIC;F;-2301168;-2300121;1
AB000YVOUU;PTS sugar transporter subunit IIA;F;-2301633;-2301183;1
AB000YVOUU;radA;F;-2289238;-2287891;1
AB000YVOUU;hypothetical protein;F;-2287867;-2287471;-1
AB000YVOUU;PIN/TRAM domain-containing protein;F;-2287216;-2286112;1
AB000YVOUU;ispD;F;-2286004;-2285311;1
AB000YVOUU;lecithin--cholesterol acyltransferase;F;-2285274;-2284002;1
AB000YVOUU;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;-2283992;-2283509;1
AB000YVOUU;proline--tRNA ligase;F;-2283461;-2281748;1
AB000YVOUU;hypothetical protein;F;-2281676;-2281436;1
AB000YVOUU;glutamate--tRNA ligase;F;-2281302;-2279838;1
AB000YVOUU;cysE;F;-2279607;-2278935;1
AB0003IA59;p: serine O-acetyltransferase;T;-358915;-356476;1
AB0003IA59;.;F;-357695.5;-357695.5;1
AB0003IA59;rfaD;F;-360161;-359240;-1
AB0003IA59;hydrogenase small subunit;F;-361580;-360554;-1
AB0003IA59;nickel-dependent hydrogenase large subunit;F;-363145;-361582;-1
AB0003IA59;cybH;F;-363738;-363156;-1
AB0003IA59;hypothetical protein;F;-364364;-363833;-1
AB0003IA59;hydrogenase maturation protease;F;-364999;-364516;-1
AB0003IA59;acetate--CoA ligase family protein;F;-367143;-365007;-1
AB0003IA59;hypothetical protein;F;-367805;-367139;-1
AB0003IA59;4Fe-4S binding protein;F;-368033;-367808;-1
AB0003IA59;3-methyl-2-oxobutanoate dehydrogenase subunit VorB;F;-369110;-368057;-1
AB0003IA59;radA;F;-356508;-355137;1
AB0003IA59;disA;F;-355186;-354085;1
AB0003IA59;YibE/F family protein;F;-354079;-352933;1
AB0003IA59;carboxypeptidase regulatory-like domain-containing protein;F;-352810;-352378;1
AB0003IA59;tRNA-Ser;F;-352368;-352276;1
AB0003IA59;hypothetical protein;F;-352251;-352044;1
AB0003IA59;HD domain-containing protein;F;-352040;-350471;1
AB0003IA59;RNA degradosome polyphosphate kinase;F;-350468;-348302;1
AB0003IA59;Ppx/GppA family phosphatase;F;-348301;-346768;1
AB0003IA59;CHAD domain-containing protein;F;-346690;-345169;1
AB000VFWBY;p: CHAD domain-containing protein;T;-6706617;-6704049;1
AB000VFWBY;.;F;-6705333.0;-6705333.0;1
AB000VFWBY;Gfo/Idh/MocA family oxidoreductase;F;-6708223;-6706963;1
AB000VFWBY;TIM barrel protein;F;-6709541;-6708701;-1
AB000VFWBY;glycosyltransferase;F;-6710631;-6709623;-1
AB000VFWBY;RluA family pseudouridine synthase;F;-6711367;-6710644;-1
AB000VFWBY;response regulator;F;-6712178;-6711452;-1
AB000VFWBY;HAMP domain-containing protein;F;-6713973;-6712197;-1
AB000VFWBY;glycosyltransferase;F;-6715962;-6713958;1
AB000VFWBY;glycosyltransferase;F;-6719237;-6715979;1
AB000VFWBY;dienelactone hydrolase family protein;F;-6703989;-6702954;-1
AB000VFWBY;tetratricopeptide repeat protein;F;-6702759;-6701619;-1
AB000VFWBY;tyrosine recombinase;F;-6701566;-6700657;-1
AB000VFWBY;hypothetical protein;F;-6700624;-6700411;-1
AB000VFWBY;MFS transporter;F;-6700128;-6698271;1
AB000VFWBY;MBL fold metallo-hydrolase;F;-6698221;-6697441;1
AB000VFWBY;UTP--glucose-1-phosphate uridylyltransferase;F;-6697427;-6696032;1
AB000VFWBY;NTP transferase domain-containing protein;F;-6696014;-6694937;1
AB000VFWBY;ruvX;F;-6694941;-6694515;1
AB000VFWBY;MFS transporter;F;-6694547;-6693227;-1
AB000M2PX5;p: MFS transporter;T;-333181;-330742;1
AB000M2PX5;.;F;-331961.5;-331961.5;1
AB000M2PX5;rfaD;F;-334334;-333410;-1
AB000M2PX5;hydrogenase small subunit;F;-335753;-334682;-1
AB000M2PX5;nickel-dependent hydrogenase large subunit;F;-337318;-335755;-1
AB000M2PX5;cybH;F;-337911;-337329;-1
AB000M2PX5;hypothetical protein;F;-338550;-338016;-1
AB000M2PX5;HyaD/HybD family hydrogenase maturation endopeptidase;F;-339186;-338703;-1
AB000M2PX5;acetate--CoA ligase family protein;F;-341330;-339194;-1
AB000M2PX5;hypothetical protein;F;-341992;-341326;-1
AB000M2PX5;4Fe-4S dicluster domain-containing protein;F;-342220;-341995;-1
AB000M2PX5;vorB;F;-343297;-342244;-1
AB000M2PX5;radA;F;-330819;-329403;1
AB000M2PX5;disA;F;-329452;-328351;1
AB000M2PX5;YibE/F family protein;F;-328345;-327199;1
AB000M2PX5;carboxypeptidase regulatory-like domain-containing protein;F;-327080;-326648;1
AB000M2PX5;tRNA-Ser;F;-326638;-326546;1
AB000M2PX5;hypothetical protein;F;-326521;-326314;1
AB000M2PX5;hypothetical protein;F;-326310;-324741;1
AB000M2PX5;RNA degradosome polyphosphate kinase;F;-324738;-322572;1
AB000M2PX5;Ppx/GppA family phosphatase;F;-322570;-321043;1
AB000M2PX5;CYTH and CHAD domain-containing protein;F;-320992;-319420;1
AB000B5PNE;p: CYTH and CHAD domain-containing protein;T;-5708641;-5706109;1
AB000B5PNE;.;F;-5707375.0;-5707375.0;1
AB000B5PNE;hypothetical protein;F;-5709693;-5709135;1
AB000B5PNE;response regulator;F;-5711055;-5710482;-1
AB000B5PNE;polyribonucleotide nucleotidyltransferase;F;-5713591;-5711149;1
AB000B5PNE;rpsO;F;-5714390;-5714120;1
AB000B5PNE;sigma-70 family RNA polymerase sigma factor;F;-5715307;-5714740;-1
AB000B5PNE;DNA-directed RNA polymerase subunit alpha;F;-5715578;-5715314;1
AB000B5PNE;DUF2490 domain-containing protein;F;-5716663;-5715961;-1
AB000B5PNE;hypothetical protein;F;-5717940;-5716731;1
AB000B5PNE;tRNA-Ser;F;-5718328;-5718241;1
AB000B5PNE;hypothetical protein;F;-5719598;-5718605;1
AB000B5PNE;transaldolase;F;-5705835;-5704785;-1
AB000B5PNE;SDR family oxidoreductase;F;-5704709;-5703896;1
AB000B5PNE;serine/threonine protein kinase;F;-5703843;-5701527;-1
AB000B5PNE;hypothetical protein;F;-5701231;-5694892;1
AB0011NTIA;p: hypothetical protein;T;-576897;-574362;1
AB0011NTIA;.;F;-575629.5;-575629.5;1
AB0011NTIA;IS1595 family transposase;F;-577967;-577433;1
AB0011NTIA;IS1595 family transposase;F;-579131;-578183;-1
AB0011NTIA;DUF374 domain-containing protein;F;-580478;-579674;-1
AB0011NTIA;pyruvate kinase;F;-582397;-580588;1
AB0011NTIA;hypothetical protein;F;-584842;-582973;-1
AB0011NTIA;hypothetical protein;F;-589121;-585305;-1
AB0011NTIA;RICIN domain-containing protein;F;-574189;-573331;1
AB0011NTIA;Uma2 family endonuclease;F;-573268;-572593;1
AB0011NTIA;hypothetical protein;F;-572440;-571945;1
AB0011NTIA;hypothetical protein;F;-571714;-570118;-1
AB0011NTIA;dprA;F;-570083;-568919;-1
AB0011NTIA;ribose-phosphate diphosphokinase;F;-568787;-567773;1
AB0011NTIA;hypothetical protein;F;-567674;-567098;1
AB0011NTIA;hypothetical protein;F;-567087;-566589;1
AB0011NTIA;phosphoglycerate dehydrogenase;F;-566425;-564805;1
AB0011NTIA;hypothetical protein;F;-564727;-563404;1
AB000V7PA8;p: hypothetical protein;T;6494400;6496929;1
AB000V7PA8;.;F;6495664.5;6495664.5;1
AB000V7PA8;hypothetical protein;F;6497168;6497633;-1
AB000V7PA8;efflux RND transporter permease subunit;F;6497629;6501241;-1
AB000V7PA8;efflux RND transporter periplasmic adaptor subunit;F;6501237;6502479;-1
AB000V7PA8;TetR/AcrR family transcriptional regulator;F;6502501;6503239;-1
AB000V7PA8;hypothetical protein;F;6503513;6503933;-1
AB000V7PA8;hypothetical protein;F;6504712;6504967;-1
AB000V7PA8;threonine synthase;F;6505161;6506499;1
AB000V7PA8;TIGR03000 domain-containing protein;F;6506610;6507435;1
AB000V7PA8;chemotaxis protein CheX;F;6493359;6493881;1
AB000V7PA8;response regulator;F;6492689;6493133;1
AB000V7PA8;chemotaxis response regulator protein-glutamate methylesterase;F;6491497;6492550;1
AB000V7PA8;chemotaxis protein CheD;F;6490999;6491425;1
AB000V7PA8;protein-glutamate O-methyltransferase CheR;F;6489886;6490720;1
AB000V7PA8;HAMP domain-containing protein;F;6487812;6489810;1
AB000V7PA8;alginate export family protein;F;6485546;6487355;-1
AB000V7PA8;PAS domain-containing protein;F;6483134;6485432;1
AB000B5KB9;p: PAS domain-containing protein;T;6237686;6240224;1
AB000B5KB9;.;F;6238955.0;6238955.0;1
AB000B5KB9;hypothetical protein;F;6240295;6241012;1
AB000B5KB9;hypothetical protein;F;6241022;6242615;-1
AB000B5KB9;dprA;F;6242670;6243810;-1
AB000B5KB9;ribose-phosphate pyrophosphokinase;F;6244015;6245014;1
AB000B5KB9;DUF4190 domain-containing protein;F;6245095;6245707;1
AB000B5KB9;hypothetical protein;F;6245866;6246478;1
AB000B5KB9;hypothetical protein;F;6246544;6247045;1
AB000B5KB9;phosphoglycerate dehydrogenase;F;6247136;6248756;1
AB000B5KB9;hypothetical protein;F;6249282;6249750;1
AB000B5KB9;hypothetical protein;F;6249948;6250626;1
AB000B5KB9;hypothetical protein;F;6236811;6237396;1
AB000B5KB9;WD40 repeat domain-containing protein;F;6234441;6236295;-1
AB000B5KB9;hypothetical protein;F;6233125;6234313;-1
AB000B5KB9;DUF3472 domain-containing protein;F;6232123;6232978;1
AB000B5KB9;TIGR03067 domain-containing protein;F;6231641;6232067;1
AB000B5KB9;tetratricopeptide repeat protein;F;6230116;6231385;-1
AB000B5KB9;hypothetical protein;F;6229330;6230062;-1
AB000B5KB9;hypothetical protein;F;6228897;6229167;-1
AB000B5KB9;hypothetical protein;F;6227269;6228802;1
AB0004PE3Z;p: hypothetical protein;T;109189;111622;1
AB0004PE3Z;.;F;110405.5;110405.5;1
AB0004PE3Z;radA;F;111805;113173;1
AB0004PE3Z;PIN/TRAM domain-containing protein;F;113247;114357;1
AB0004PE3Z;glutamate--tRNA ligase;F;114596;116060;1
AB0004PE3Z;misc_binding;F;116094;116319;1
AB0004PE3Z;cysE;F;116377;117037;1
AB0004PE3Z;cysS;F;117026;118424;1
AB0004PE3Z;ribonuclease III;F;118426;118828;1
AB0004PE3Z;rlmB;F;118829;119573;1
AB0004PE3Z;NYN domain-containing protein;F;119577;120087;1
AB0004PE3Z;sigH;F;120158;120818;1
AB0004PE3Z;rpmG;F;120902;121049;1
AB0004PE3Z;secE;F;121106;121286;1
AB0004PE3Z;nusG;F;121443;121977;1
AB0004PE3Z;protein arginine kinase;F;108101;109169;1
AB0004PE3Z;UvrB/UvrC motif-containing protein;F;107553;108102;1
AB0004PE3Z;CtsR family transcriptional regulator;F;107064;107526;1
AB0004PE3Z;MgtC/SapB family protein;F;106291;106987;1
AB0004PE3Z;DegV family protein;F;105347;106190;1
AB0004PE3Z;rrf;F;105061;105174;1
AB0004PE3Z;23S ribosomal RNA;F;101919;104847;1
AB0004PE3Z;16S ribosomal RNA;F;99863;101436;1
AB0004PE3Z;tRNA-Ala;F;99684;99760;1
AB0004PE3Z;tRNA-Pro;F;99583;99660;1
AB0004PE3Z;tRNA-Arg;F;99502;99579;1
AB0004PE3Z;tRNA-Leu;F;99410;99499;1
AB0004PE3Z;tRNA-Gly;F;99290;99365;1
AB0004PE3Z;tRNA-Leu;F;99187;99272;1
AB0001NR15;p: tRNA-Leu;T;206296;208735;1
AB0001NR15;.;F;207515.5;207515.5;1
AB0001NR15;radA;F;208908;210246;1
AB0001NR15;disA;F;210268;211345;1
AB0001NR15;CarD family transcriptional regulator;F;211710;212187;1
AB0001NR15;PIN/TRAM domain-containing protein;F;212312;213428;1
AB0001NR15;ispD;F;213420;214605;1
AB0001NR15;cysE;F;214639;215356;1
AB0001NR15;cysteine--tRNA ligase;F;215303;216740;1
AB0001NR15;FAD-dependent thymidylate synthase;F;217057;217810;1
AB0001NR15;rlmB;F;217869;218625;1
AB0001NR15;NYN domain-containing protein;F;218621;219128;1
AB0001NR15;protein arginine kinase;F;205090;206236;1
AB0001NR15;excinuclease ABC subunit B;F;204567;205071;1
AB0001NR15;CtsR family transcriptional regulator;F;204055;204571;1
AB0001NR15;hypothetical protein;F;203605;203806;-1
AB0001NR15;YbjQ family protein;F;203288;203609;-1
AB0001NR15;HAD-IC family P-type ATPase;F;200595;203322;1
AB0001NR15;DUF2889 domain-containing protein;F;199651;200467;1
AB0001NR15;transposase;F;198024;199356;1
AB0001NR15;HAD family hydrolase;F;196942;197674;-1
AB0001NR15;ablA;F;195689;196952;1
AB000XA35T;p: lysine 2,3-aminomutase;T;-2998151;-2995706;1
AB000XA35T;.;F;-2996928.5;-2996928.5;1
AB000XA35T;protein arginine kinase;F;-2999246;-2998175;1
AB000XA35T;UvrB/UvrC motif-containing protein;F;-2999786;-2999261;1
AB000XA35T;CtsR family transcriptional regulator;F;-3000298;-2999788;1
AB000XA35T;clpB;F;-3002940;-3000336;1
AB000XA35T;tRNA-Asn;F;-3003295;-3003219;1
AB000XA35T;misc_feature;F;-3003552;-3003330;1
AB000XA35T;hypothetical protein;F;-3004073;-3003920;1
AB000XA35T;aldehyde ferredoxin oxidoreductase;F;-3006790;-3004993;-1
AB000XA35T;tungsten cofactor oxidoreductase radical SAM maturase;F;-3008038;-3006946;-1
AB000XA35T;MoaD/ThiS family protein;F;-3008299;-3008074;-1
AB000XA35T;radA;F;-2995566;-2994192;1
AB000XA35T;disA;F;-2994167;-2993123;1
AB000XA35T;spore coat protein;F;-2993123;-2992667;-1
AB000XA35T;hypothetical protein;F;-2992655;-2992397;-1
AB000XA35T;DUF1573 domain-containing protein;F;-2992044;-2991648;-1
AB000XA35T;CarD family transcriptional regulator;F;-2991459;-2990982;1
AB000XA35T;TRAM domain-containing protein;F;-2990852;-2989697;1
AB000XA35T;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;-2989711;-2988484;1
AB000XA35T;glutamate--tRNA ligase;F;-2988422;-2986943;1
AB000XA35T;cysE;F;-2986578;-2985861;1
AB000XA35T;cysteine--tRNA ligase;F;-2985920;-2984465;1
AB000NBQ0W;p: cysteine--tRNA ligase;T;2321918;2324372;1
AB000NBQ0W;.;F;2323145.0;2323145.0;1
AB000NBQ0W;radA;F;2324545;2325934;1
AB000NBQ0W;disA;F;2325949;2327023;1
AB000NBQ0W;PIN/TRAM domain-containing protein;F;2327173;2328292;1
AB000NBQ0W;ispD;F;2328512;2329229;1
AB000NBQ0W;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;2329206;2329680;1
AB000NBQ0W;glutamate--tRNA ligase;F;2329755;2331231;1
AB000NBQ0W;misc_binding;F;2331236;2331448;1
AB000NBQ0W;cysE;F;2331555;2332206;1
AB000NBQ0W;cysteine--tRNA ligase;F;2332212;2333619;1
AB000NBQ0W;Mini-ribonuclease 3;F;2333615;2334029;1
AB000NBQ0W;rlmB;F;2334015;2334771;1
AB000NBQ0W;protein arginine kinase;F;2320833;2321922;1
AB000NBQ0W;hypothetical protein;F;2320291;2320834;1
AB000NBQ0W;CtsR family transcriptional regulator;F;2319800;2320271;1
AB000NBQ0W;tRNA-Ala;F;2319366;2319442;1
AB000NBQ0W;tRNA-Ile;F;2319271;2319348;1
AB000NBQ0W;16S ribosomal RNA;F;2317609;2319175;1
AB000NBQ0W;tRNA-Ala;F;2317436;2317512;1
AB000NBQ0W;tRNA-Pro;F;2317344;2317421;1
AB000NBQ0W;tRNA-Arg;F;2317160;2317237;1
AB000NBQ0W;tRNA-Gly;F;2317082;2317157;1
AB000NBQ0W;tRNA-Lys;F;2317001;2317077;1
AB000NBQ0W;tRNA-Thr;F;2316909;2316985;1
AB000NBQ0W;tRNA-Val;F;2316829;2316905;1
AB000NBQ0W;rrf;F;2316704;2316821;1
AB000NBQ0W;23S ribosomal RNA;F;2313705;2316638;1
AB000NBQ0W;16S ribosomal RNA;F;2311962;2313528;1
AB0004LKW4;p: 16S ribosomal RNA;T;-2429028;-2426571;1
AB0004LKW4;.;F;-2427799.5;-2427799.5;1
AB0004LKW4;protein arginine kinase;F;-2430074;-2429045;1
AB0004LKW4;UvrB/UvrC motif-containing protein;F;-2430601;-2430085;1
AB0004LKW4;CtsR family transcriptional regulator;F;-2431090;-2430634;1
AB0004LKW4;pyridoxal phosphate-dependent aminotransferase;F;-2432566;-2431372;1
AB0004LKW4;LURP-one-related family protein;F;-2433365;-2432885;1
AB0004LKW4;flavin reductase;F;-2434063;-2433553;-1
AB0004LKW4;carB;F;-2437352;-2434160;1
AB0004LKW4;carA;F;-2438425;-2437351;1
AB0004LKW4;lactate utilization protein;F;-2439354;-2438712;1
AB0004LKW4;radA;F;-2426420;-2425055;1
AB0004LKW4;disA;F;-2425048;-2423968;1
AB0004LKW4;hypothetical protein;F;-2423862;-2423460;-1
AB0004LKW4;CarD family transcriptional regulator;F;-2423265;-2422788;1
AB0004LKW4;PIN/TRAM domain-containing protein;F;-2422688;-2421590;1
AB0004LKW4;YbaK/EbsC family protein;F;-2421345;-2420874;1
AB0004LKW4;ispD;F;-2420743;-2420029;1
AB0004LKW4;camphor resistance protein-like protein;F;-2420037;-2419875;1
AB0004LKW4;IS607 family transposase;F;-2419809;-2419182;1
AB0004LKW4;tnpB;F;-2419205;-2418089;1
AB0004LKW4;CrcB family protein;F;-2417905;-2417692;1
AB0004LKW4;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;-2417678;-2417204;1
AB0004LKW4;Bax inhibitor-1/YccA family protein;F;-2417110;-2416414;1
AB000WHRWI;p: Bax inhibitor-1/YccA family protein;T;-5617716;-5615124;1
AB000WHRWI;.;F;-5616420.0;-5616420.0;1
AB000WHRWI;hypothetical protein;F;-5618423;-5617778;1
AB000WHRWI;thiamine phosphate synthase;F;-5620065;-5618961;-1
AB000WHRWI;NTP transferase domain-containing protein;F;-5621356;-5620273;-1
AB000WHRWI;ruvX;F;-5621881;-5621428;-1
AB000WHRWI;NAD-dependent epimerase/dehydratase family protein;F;-5623007;-5622080;-1
AB000WHRWI;MBL fold metallo-hydrolase;F;-5624073;-5623290;-1
AB000WHRWI;type II toxin-antitoxin system RelE/ParE family toxin;F;-5624531;-5624153;-1
AB000WHRWI;XRE family transcriptional regulator;F;-5624860;-5624536;-1
AB000WHRWI;hypothetical protein;F;-5625647;-5624897;1
AB000WHRWI;calmodulin-binding protein;F;-5626219;-5625892;-1
AB000WHRWI;M20/M25/M40 family metallo-hydrolase;F;-5627728;-5626465;1
AB000WHRWI;hypothetical protein;F;-5614967;-5613794;-1
AB000WHRWI;zf-HC2 domain-containing protein;F;-5613784;-5613166;-1
AB000WHRWI;RNA polymerase sigma factor;F;-5613136;-5612515;-1
AB000WHRWI;MlaE family lipid ABC transporter permease subunit;F;-5612141;-5611265;1
